# "VHN 01:1998" to Unicode mappings compiled from multiple versions of the Unihan database,
#   excluding those for the Compatibility Ideographs Supplement Unicode block.
0x884D	U+2A125
0x884E	U+2A126
0x884F	U+2A127
0x8850	U+2A128
0x8851	U+2A16D
0x8852	U+2A0B3
0x8853	U+2A166
0x8854	U+2A167
0x8855	U+2A168
0x8856	U+2A169
0x8857	U+2A16A
0x8858	U+2A16B
0x8859	U+2A16C
0x885A	U+2A1A4
0x885B	U+2A1A5
0x885C	U+2A1A6
0x885D	U+2A1CF
0x885E	U+2A1BC
0x885F	U+2A1CB
0x8860	U+2A1CD
0x8861	U+2A1CE
0x8863	U+2A1E8
0x8864	U+2A1EA
0x8865	U+2A1D0
0x8866	U+2A1EB
0x8867	U+2A1F4
0x8868	U+2A27D
0x8869	U+2A27E
0x886A	U+2A285
0x886B	U+2A43E
0x886D	U+2A4C7
0x886E	U+2A4EA
0x886F	U+2A4EB
0x8870	U+2A520
0x8871	U+2A521
0x8872	U+2A60C
0x8873	U+2A6C7
0x8874	U+340C
0x8875	U+3431
0x8876	U+343B
0x887A	U+3594
0x887B	U+35A1
0x887C	U+35BA
0x887D	U+35C0
0x887E	U+35C1
0x8921	U+35C5
0x8922	U+35D5
0x8923	U+35E9
0x8924	U+35F1
0x8925	U+35F3
0x8926	U+35F6
0x8928	U+3609
0x8929	U+3619
0x892A	U+3641
0x892E	U+36CE
0x892F	U+3725
0x8930	U+372E
0x8931	U+3775
0x8932	U+37F4
0x8935	U+3925
0x8936	U+3983
0x8937	U+3993
0x8938	U+3997
0x8939	U+39A1
0x893A	U+39A8
0x893B	U+39E1
0x893C	U+39FA
0x893D	U+3A03
0x893E	U+3A0B
0x893F	U+3A10
0x8940	U+3A15
0x8942	U+3A33
0x8943	U+3A34
0x8944	U+3A47
0x8945	U+3A5E
0x8947	U+3B41
0x8948	U+3B9B
0x894A	U+3BA9
0x894B	U+3BB2
0x894C	U+3BBF
0x894D	U+3BD6
0x894E	U+3CC4
0x894F	U+3CF9
0x8951	U+3D1C
0x8952	U+3D37
0x8953	U+3D4A
0x8954	U+3E66
0x8956	U+3E9D
0x8957	U+3F91
0x8958	U+3F9E
0x8959	U+3FAF
0x895B	U+4050
0x895C	U+4060
0x895D	U+4072
0x895E	U+407E
0x895F	U+40E3
0x8963	U+421C
0x8964	U+4235
0x8965	U+4239
0x8966	U+429F
0x8967	U+42BC
0x8969	U+42D8
0x896A	U+7E4F
0x896C	U+4417
0x896D	U+4420
0x896E	U+44B9
0x896F	U+44CA
0x8970	U+44E1
0x8974	U+457A
0x8975	U+457C
0x8976	U+45A1
0x8977	U+45B3
0x8979	U+45D4
0x897A	U+45F2
0x897B	U+4639
0x897C	U+47D8
0x897D	U+47FB
0x897E	U+480F
0x8A22	U+4A14
0x8A23	U+4A19
0x8A25	U+4C7E
0x8A27	U+4D08
0x8A2C	U+4E9E
0x8A2D	U+4EDE
0x8A2E	U+4EE5
0x8A2F	U+4EF2
0x8A30	U+4F46
0x8A31	U+4F48
0x8A32	U+4F55
0x8A33	U+4F83
0x8A34	U+4F8D
0x8A36	U+4FC4
0x8A37	U+4FEF
0x8A38	U+4FF3
0x8A39	U+4FF5
0x8A3A	U+5006
0x8A3B	U+5009
0x8A3C	U+5014
0x8A3D	U+5047
0x8A3E	U+504E
0x8A3F	U+5077
0x8A40	U+5095
0x8A41	U+50C8
0x8A42	U+50D8
0x8A43	U+50DD
0x8A44	U+50E3
0x8A45	U+510C
0x8A46	U+5117
0x8A47	U+512A
0x8A48	U+513E
0x8A49	U+5152
0x8A4A	U+515A
0x8A4B	U+5194
0x8A4C	U+51F0
0x8A4D	U+51F9
0x8A4E	U+5226
0x8A50	U+5238
0x8A51	U+525B
0x8A52	U+5269
0x8A53	U+5289
0x8A54	U+52A3
0x8A55	U+52AA
0x8A56	U+52AB
0x8A57	U+52DF
0x8A58	U+52F3
0x8A59	U+52FE
0x8A5A	U+5317
0x8A5B	U+5319
0x8A5C	U+5351
0x8A5D	U+5378
0x8A5E	U+5399
0x8A5F	U+539A
0x8A61	U+53C9
0x8A62	U+53D9
0x8A63	U+53E8
0x8A65	U+540A
0x8A66	U+542E
0x8A67	U+54A8
0x8A68	U+54BF
0x8A69	U+54E0
0x8A6A	U+54E8
0x8A6B	U+54E9
0x8A6C	U+54EB
0x8A6D	U+54EF
0x8A6E	U+54F4
0x8A6F	U+5506
0x8A71	U+554F
0x8A72	U+5553
0x8A73	U+555A
0x8A74	U+555E
0x8A75	U+557B
0x8A76	U+557C
0x8A77	U+5590
0x8A79	U+55C2
0x8A7A	U+55C7
0x8A7B	U+55CA
0x8A7C	U+55CC
0x8A7D	U+55D8
0x8A7E	U+55DF
0x8B22	U+55FF
0x8B23	U+5601
0x8B25	U+5609
0x8B26	U+5611
0x8B27	U+5612
0x8B28	U+5613
0x8B29	U+5614
0x8B2B	U+5638
0x8B2C	U+5649
0x8B2D	U+567D
0x8B2E	U+5686
0x8B2F	U+5687
0x8B30	U+5618
0x8B31	U+56CA
0x8B32	U+576B
0x8B33	U+576F
0x8B34	U+5771
0x8B35	U+578B
0x8B36	U+581B
0x8B37	U+581E
0x8B38	U+5835
0x8B3A	U+584B
0x8B3B	U+5854
0x8B3C	U+5862
0x8B3D	U+5872
0x8B3E	U+5878
0x8B3F	U+5881
0x8B40	U+58A8
0x8B41	U+5922
0x8B42	U+5925
0x8B43	U+5954
0x8B44	U+5957
0x8B45	U+595A
0x8B46	U+5961
0x8B47	U+5984
0x8B48	U+59AC
0x8B49	U+59EE
0x8B4A	U+5A1F
0x8B4B	U+5A5A
0x8B4C	U+5A9A
0x8B4D	U+5AA0
0x8B4E	U+5B40
0x8B4F	U+5B71
0x8B50	U+5B83
0x8B51	U+5B85
0x8B52	U+5BA6
0x8B55	U+5BE5
0x8B58	U+5C09
0x8B59	U+5C31
0x8B5A	U+5C65
0x8B5B	U+5D22
0x8B5C	U+5D29
0x8B5D	U+5D47
0x8B5E	U+5D4C
0x8B5F	U+5D7F
0x8B60	U+5D9F
0x8B61	U+5DA9
0x8B62	U+5E06
0x8B63	U+5E19
0x8B64	U+5E1B
0x8B65	U+5E2D
0x8B66	U+5E57
0x8B67	U+5E6A
0x8B68	U+5E6B
0x8B69	U+5E78
0x8B6A	U+5E79
0x8B6B	U+5E7D
0x8B6C	U+5EA0
0x8B6D	U+5EB8
0x8B6E	U+5ED6
0x8B6F	U+5EF3
0x8B70	U+5F26
0x8B71	U+5F2D
0x8B72	U+5F57
0x8B73	U+5F59
0x8B74	U+5F63
0x8B75	U+5FA8
0x8B76	U+5FA9
0x8B77	U+5FCA
0x8B78	U+5FF8
0x8B79	U+6013
0x8B7A	U+602A
0x8B7B	U+6052
0x8B7C	U+6057
0x8B7D	U+6062
0x8B7E	U+6065
0x8C21	U+6067
0x8C22	U+607E
0x8C23	U+6084
0x8C24	U+6096
0x8C25	U+609E
0x8C26	U+609F
0x8C27	U+60BB
0x8C28	U+60DF
0x8C2A	U+60F0
0x8C2B	U+60F5
0x8C2C	U+60FB
0x8C2D	U+610E
0x8C2E	U+6167
0x8C2F	U+6176
0x8C30	U+61A6
0x8C31	U+61AA
0x8C32	U+61AE
0x8C33	U+61E2
0x8C34	U+61E7
0x8C35	U+61F2
0x8C36	U+61FA
0x8C37	U+6258
0x8C38	U+6259
0x8C39	U+627A
0x8C3A	U+627E
0x8C3B	U+627F
0x8C3C	U+6294
0x8C3D	U+62A9
0x8C3E	U+62B1
0x8C3F	U+62B6
0x8C40	U+62C4
0x8C41	U+62C5
0x8C42	U+62C6
0x8C43	U+62D0
0x8C44	U+62D1
0x8C45	U+62DE
0x8C46	U+62FC
0x8C47	U+6303
0x8C48	U+630C
0x8C49	U+6348
0x8C4A	U+6350
0x8C4B	U+6379
0x8C4C	U+6386
0x8C4D	U+638B
0x8C4E	U+638C
0x8C4F	U+63C7
0x8C50	U+63CC
0x8C51	U+63DB
0x8C52	U+63F2
0x8C53	U+6409
0x8C54	U+6419
0x8C55	U+6423
0x8C56	U+6425
0x8C57	U+6430
0x8C58	U+6433
0x8C59	U+6437
0x8C5A	U+6461
0x8C5B	U+647B
0x8C5D	U+648A
0x8C5E	U+648B
0x8C5F	U+648D
0x8C60	U+6490
0x8C61	U+6498
0x8C62	U+64A5
0x8C63	U+64A6
0x8C64	U+64BB
0x8C65	U+64BE
0x8C66	U+64C0
0x8C67	U+64C1
0x8C68	U+64C2
0x8C69	U+64CA
0x8C6A	U+64CB
0x8C6B	U+64CD
0x8C6C	U+64CE
0x8C6D	U+64D2
0x8C6E	U+64D4
0x8C6F	U+64D7
0x8C70	U+64E2
0x8C71	U+64E4
0x8C72	U+64FB
0x8C73	U+6509
0x8C74	U+650E
0x8C75	U+652D
0x8C76	U+6539
0x8C77	U+6577
0x8C79	U+659B
0x8C7A	U+65AB
0x8C7B	U+65C4
0x8C7C	U+65EC
0x8C7D	U+6603
0x8C7E	U+660C
0x8D21	U+6625
0x8D22	U+6628
0x8D23	U+662D
0x8D26	U+6691
0x8D27	U+6696
0x8D28	U+6749
0x8D29	U+6750
0x8D2A	U+6772
0x8D2B	U+678C
0x8D2C	U+67D8
0x8D2D	U+682B
0x8D2E	U+683D
0x8D2F	U+6850
0x8D30	U+6853
0x8D31	U+6857
0x8D32	U+6884
0x8D33	U+6893
0x8D34	U+6897
0x8D35	U+68E0
0x8D36	U+69AD
0x8D37	U+69CB
0x8D3A	U+69E9
0x8D3B	U+69F9
0x8D3C	U+6A0D
0x8D3D	U+6A35
0x8D3E	U+6A3F
0x8D3F	U+6A44
0x8D40	U+6A50
0x8D41	U+6B60
0x8D42	U+6B78
0x8D43	U+6B82
0x8D44	U+6B8D
0x8D45	U+6C3D
0x8D46	U+6C5A
0x8D47	U+6CAC
0x8D48	U+6CD6
0x8D49	U+6CF3
0x8D4A	U+6D69
0x8D4B	U+6D6A
0x8D4C	U+6DDD
0x8D4D	U+6DFB
0x8D4E	U+6E3E
0x8D4F	U+6E93
0x8D50	U+6E9F
0x8D51	U+6EA9
0x8D52	U+6EB7
0x8D53	U+6EBA
0x8D54	U+6EC4
0x8D56	U+6F06
0x8D57	U+6F12
0x8D58	U+6F3F
0x8D59	U+6F51
0x8D5B	U+6F75
0x8D5D	U+6FB3
0x8D5E	U+6FCA
0x8D5F	U+7035
0x8D60	U+7072
0x8D62	U+70B5
0x8D63	U+712F
0x8D64	U+7159
0x8D65	U+718F
0x8D66	U+7192
0x8D67	U+71C0
0x8D68	U+71D6
0x8D69	U+71DF
0x8D6A	U+7236
0x8D6B	U+723B
0x8D6D	U+725D
0x8D6E	U+7261
0x8D6F	U+7267
0x8D70	U+727D
0x8D71	U+7292
0x8D72	U+72AC
0x8D73	U+72F8
0x8D74	U+731A
0x8D75	U+731D
0x8D76	U+7329
0x8D77	U+732A
0x8D78	U+732B
0x8D79	U+7336
0x8D7A	U+73BB
0x8D7B	U+73E9
0x8D7C	U+7425
0x8D7D	U+7430
0x8D7E	U+745E
0x8E21	U+74B0
0x8E23	U+7533
0x8E24	U+755D
0x8E26	U+7570
0x8E27	U+757F
0x8E28	U+7586
0x8E29	U+758E
0x8E2A	U+7591
0x8E2B	U+759D
0x8E2C	U+75B3
0x8E2D	U+75B4
0x8E2E	U+24DD2
0x8E2F	U+763B
0x8E30	U+7640
0x8E31	U+7656
0x8E33	U+76CC
0x8E34	U+76F4
0x8E35	U+76FB
0x8E36	U+777D
0x8E37	U+77AA
0x8E38	U+77BF
0x8E39	U+77CD
0x8E3A	U+77EE
0x8E3B	U+7825
0x8E3C	U+7891
0x8E3D	U+78C1
0x8E3E	U+7956
0x8E3F	U+4107
0x8E40	U+79E6
0x8E41	U+79F2
0x8E42	U+7A0D
0x8E43	U+7A1A
0x8E44	U+7A1F
0x8E45	U+7A21
0x8E46	U+7A34
0x8E47	U+7A37
0x8E48	U+7A3C
0x8E49	U+7A3F
0x8E4A	U+7A46
0x8E4C	U+7A96
0x8E4D	U+7AA9
0x8E4E	U+7B11
0x8E4F	U+7B2E
0x8E51	U+7B92
0x8E52	U+7B9A
0x8E53	U+7BBB
0x8E54	U+7BC4
0x8E55	U+7BC7
0x8E56	U+7BED
0x8E57	U+7BFE
0x8E58	U+7C1D
0x8E59	U+7C3F
0x8E5A	U+7C4C
0x8E5B	U+7C4D
0x8E5C	U+7C73
0x8E5D	U+7C98
0x8E5E	U+7C9A
0x8E5F	U+7C9F
0x8E60	U+7CA4
0x8E61	U+7CA5
0x8E62	U+7CA7
0x8E64	U+7CAE
0x8E65	U+7CDF
0x8E66	U+7CE0
0x8E67	U+7CFE
0x8E68	U+7D02
0x8E69	U+7D1C
0x8E6A	U+7D2E
0x8E6B	U+7DA1
0x8E6C	U+7DAB
0x8E6D	U+7DCD
0x8E6E	U+7DDA
0x8E6F	U+7DE9
0x8E70	U+7DEC
0x8E72	U+7E12
0x8E73	U+7E1A
0x8E74	U+7E3F
0x8E75	U+7E6E
0x8E76	U+7E96
0x8E77	U+7F55
0x8E78	U+2635B
0x8E7A	U+7FF0
0x8E7B	U+7FF9
0x8E7C	U+8005
0x8E7D	U+8010
0x8E7E	U+801A
0x8F21	U+805E
0x8F22	U+8089
0x8F23	U+8090
0x8F24	U+809B
0x8F25	U+80BA
0x8F26	U+80C3
0x8F27	U+80E1
0x8F28	U+8109
0x8F29	U+811A
0x8F2A	U+811B
0x8F2B	U+8140
0x8F2C	U+814A
0x8F2D	U+814F
0x8F2E	U+815C
0x8F2F	U+816E
0x8F30	U+8178
0x8F31	U+8180
0x8F32	U+81C3
0x8F33	U+81C6
0x8F34	U+81E5
0x8F35	U+81E8
0x8F36	U+81FA
0x8F37	U+821B
0x8F38	U+8225
0x8F39	U+8266
0x8F3A	U+828C
0x8F3B	U+82DA
0x8F3C	U+82DF
0x8F3D	U+8302
0x8F3E	U+8317
0x8F3F	U+8334
0x8F40	U+8350
0x8F41	U+8371
0x8F42	U+8377
0x8F43	U+8398
0x8F44	U+83A9
0x8F45	U+83F2
0x8F46	U+83F7
0x8F47	U+8403
0x8F48	U+8436
0x8F49	U+8451
0x8F4A	U+845A
0x8F4B	U+845B
0x8F4C	U+8466
0x8F4D	U+8494
0x8F4E	U+8500
0x8F4F	U+851E
0x8F50	U+856A
0x8F51	U+856D
0x8F52	U+856F
0x8F54	U+857D
0x8F55	U+8584
0x8F56	U+859F
0x8F57	U+85A6
0x8F58	U+85CF
0x8F59	U+85E9
0x8F5A	U+85FB
0x8F5B	U+862D
0x8F5C	U+8638
0x8F5D	U+8656
0x8F5E	U+865C
0x8F5F	U+866E
0x8F60	U+86C1
0x8F61	U+86D9
0x8F62	U+86EB
0x8F63	U+86FE
0x8F64	U+8731
0x8F65	U+8793
0x8F66	U+87BA
0x8F67	U+87C8
0x8F68	U+87F7
0x8F69	U+880F
0x8F6A	U+8844
0x8F6B	U+8845
0x8F6C	U+884D
0x8F6D	U+8857
0x8F6E	U+8859
0x8F6F	U+885D
0x8F70	U+8861
0x8F71	U+8862
0x8F72	U+88B5
0x8F73	U+88DF
0x8F74	U+88E8
0x8F75	U+8907
0x8F76	U+8912
0x8F77	U+8920
0x8F78	U+895C
0x8F79	U+8998
0x8F7A	U+89A9
0x8F7B	U+89B5
0x8F7C	U+89E5
0x8F7D	U+8A0A
0x8F7E	U+8A16
0x9021	U+8A36
0x9022	U+8A48
0x9023	U+8A67
0x9024	U+8A72
0x9025	U+8A91
0x9026	U+8AA4
0x9027	U+8AB0
0x9028	U+8AB9
0x9029	U+8B3E
0x902A	U+8B58
0x902B	U+8B96
0x902C	U+8C62
0x902D	U+8C6B
0x902E	U+8C82
0x902F	U+8C89
0x9030	U+8C8A
0x9031	U+8C8C
0x9033	U+8CB8
0x9034	U+8CBF
0x9035	U+8CC4
0x9036	U+8CD1
0x9037	U+8CD2
0x9038	U+8CDC
0x9039	U+8CE0
0x903A	U+8CE1
0x903B	U+8CF8
0x903C	U+8D0A
0x903D	U+8D6D
0x903E	U+8D82
0x903F	U+27EDA
0x9040	U+8DB6
0x9041	U+8E37
0x9042	U+8E3E
0x9043	U+8E64
0x9044	U+8E65
0x9045	U+8E6C
0x9046	U+28150
0x9047	U+8E95
0x9048	U+8EA1
0x9049	U+8EEB
0x904A	U+8F13
0x904B	U+8F26
0x904C	U+8F9C
0x904D	U+8FAD
0x904E	U+8FAE
0x904F	U+8FB0
0x9050	U+8FE5
0x9051	U+9005
0x9052	U+900D
0x9053	U+9017
0x9054	U+9019
0x9055	U+906E
0x9056	U+907C
0x9057	U+90CA
0x9058	U+90F5
0x9059	U+914B
0x905A	U+9152
0x905B	U+9157
0x905C	U+9175
0x905D	U+9178
0x905E	U+9187
0x905F	U+9189
0x9060	U+91C1
0x9061	U+91CF
0x9062	U+91D0
0x9063	U+91D6
0x9064	U+91E3
0x9065	U+91EC
0x9066	U+91EF
0x9067	U+9218
0x9068	U+9244
0x9069	U+9262
0x906A	U+9277
0x906B	U+9293
0x906C	U+929C
0x906D	U+92B3
0x906E	U+92BC
0x906F	U+92CC
0x9070	U+92D2
0x9072	U+938A
0x9073	U+939A
0x9074	U+93AB
0x9075	U+93DF
0x9076	U+9403
0x9077	U+941B
0x9079	U+945B
0x907A	U+9461
0x907B	U+947D
0x907C	U+9592
0x907D	U+95A2
0x907E	U+95A9
0x9121	U+95AD
0x9122	U+95BB
0x9123	U+95CA
0x9124	U+9625
0x9125	U+963F
0x9126	U+964C
0x9127	U+966A
0x9128	U+9676
0x9129	U+968D
0x912B	U+96C7
0x912C	U+49F9
0x912D	U+96D5
0x912E	U+96E8
0x912F	U+96F9
0x9130	U+96FB
0x9131	U+9700
0x9132	U+9707
0x9133	U+971E
0x9135	U+9760
0x9136	U+9762
0x9137	U+9773
0x9138	U+97A6
0x9139	U+97B8
0x913A	U+97C8
0x913B	U+97D3
0x913C	U+97DC
0x913D	U+9812
0x913E	U+9837
0x913F	U+9838
0x9140	U+9846
0x9141	U+984B
0x9142	U+984C
0x9143	U+9859
0x9144	U+98DF
0x9145	U+98FE
0x9146	U+9910
0x9147	U+991E
0x9148	U+99DF
0x9149	U+9A19
0x914A	U+9A30
0x914B	U+9AC0
0x914C	U+9AF4
0x914E	U+9B31
0x914F	U+9B4F
0x9150	U+9B6C
0x9151	U+9B8E
0x9152	U+9BA7
0x9153	U+9BBB
0x9154	U+9BBD
0x9155	U+9BFA
0x9156	U+9C0D
0x9157	U+9C3E
0x9158	U+9C3F
0x9159	U+9C46
0x915A	U+9C49
0x915B	U+9C77
0x915C	U+9D02
0x915D	U+9D06
0x915E	U+9D08
0x915F	U+9D09
0x9160	U+9D3A
0x9161	U+9D3C
0x9162	U+9D60
0x9163	U+9D70
0x9164	U+9D76
0x9165	U+9E0F
0x9166	U+9E75
0x9167	U+9EAA
0x9168	U+9ECF
0x9169	U+9EDC
0x916A	U+9EE5
0x916B	U+9EE8
0x916C	U+9EEF
0x916D	U+9F4B
0x916E	U+9F61
0x916F	U+9F90
0x9170	U+9F95
0x9171	U+9F9C

